pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
HD 73526 c,HD 73526,1,2,Radial Velocity,2005,Anglo-Australian Telescope,0,379.10000000,0.50000000,-0.50000000,0,1.030000,0.020000,-0.020000,0,13.300,,,0,1.190,,,0,715.09000,41.32000,-41.32000,0,2.25000,0.13000,-0.13000,0,Msini,0.280000,0.050000,-0.050000,0,,,,,,,,,0,,,,,,,,,,1.01,0.05,-0.05,0,,,,,,,,,,08h37m16.40s,129.3183310,-41d19m06.32s,-41.3184231,97.2396000,0.3224500,-0.3224500,8.9900000,0.0300000,-0.0300000,7.3020000,0.0260000,-0.0260000,8.7968200,0.0002040,-0.0002040
HD 73534 b,HD 73534,1,1,Radial Velocity,2008,W. M. Keck Observatory,0,1750.00000000,24.00000000,-24.00000000,0,2.990000,0.150000,-0.150000,0,13.700,,,0,1.230,,,0,353.42696,18.75197,-18.75197,0,1.11200,0.05900,-0.05900,0,Msini,0.126000,0.057000,-0.057000,0,,,,,,,,,0,G5,4917.00,,,0,2.58,,,0,1.16,,,0,0.232,0.030,-0.030,0,[Fe/H],3.60,,,0,08h39m15.68s,129.8153421,+12d57m35.89s,12.9599703,83.3321000,0.3702000,-0.3702000,8.2300000,0.0300000,-0.0300000,5.9620000,0.0260000,-0.0260000,7.9570700,0.0002070,-0.0002070
HD 74156 b,HD 74156,1,2,Radial Velocity,2003,Haute-Provence Observatory,0,51.64500000,0.00300000,-0.00300000,0,0.292000,0.004000,-0.004000,0,13.400,,,0,1.200,,,0,572.07000,19.07000,-19.07000,0,1.80000,0.06000,-0.06000,0,Msini,0.627000,0.009000,-0.009000,0,,,,,,,,,0,G0,6068.00,44.00,-44.00,0,1.48,0.06,-0.06,0,1.24,0.04,-0.04,0,0.110,0.030,-0.030,0,[Fe/H],4.14,0.07,-0.07,0,08h42m25.15s,130.6047813,+04d34m38.04s,4.5772338,57.6030000,0.1608500,-0.1608500,7.6100000,0.0300000,-0.0300000,6.2090000,0.0210000,-0.0210000,7.4693400,0.0002350,-0.0002350
HD 74156 c,HD 74156,1,2,Radial Velocity,2003,Haute-Provence Observatory,0,2473.00000000,13.00000000,-13.00000000,0,3.850000,0.054000,-0.054000,0,12.600,,,0,1.120,,,0,2561.60000,117.59000,-117.59000,0,8.06000,0.37000,-0.37000,0,Msini,0.432000,0.013000,-0.013000,0,,,,,,,,,0,G0,6068.00,44.00,-44.00,0,1.48,0.06,-0.06,0,1.24,0.04,-0.04,0,0.110,0.030,-0.030,0,[Fe/H],4.14,0.07,-0.07,0,08h42m25.15s,130.6047813,+04d34m38.04s,4.5772338,57.6030000,0.1608500,-0.1608500,7.6100000,0.0300000,-0.0300000,6.2090000,0.0210000,-0.0210000,7.4693400,0.0002350,-0.0002350
HD 7449 b,HD 7449,2,1,Radial Velocity,2011,La Silla Observatory,0,1255.50000000,5.10000000,-5.10000000,0,2.380000,0.040000,-0.040000,0,14.200,,,0,1.270,,,0,161.45764,35.27913,-35.27913,0,0.50800,0.11100,-0.11100,0,Msini,0.920000,0.030000,-0.030000,0,,,,,,,,,0,,6024.00,,,0,0.97,0.02,-0.02,0,1.05,,,0,-0.105,0.007,-0.007,0,[M/H],4.51,,,0,01h14m29.15s,18.6214650,-05d02m52.70s,-5.0479716,38.6620000,0.0649000,-0.0649000,7.5000000,0.0300000,-0.0300000,6.0840000,0.0290000,-0.0290000,7.3499600,0.0002840,-0.0002840
HD 75289 b,HD 75289,2,1,Radial Velocity,1999,La Silla Observatory,0,3.50927000,0.00006400,-0.00006400,0,0.050000,0.000000,0.000000,0,14.200,,,0,1.270,,,0,155.73670,9.53490,-9.53490,0,0.49000,0.03000,-0.03000,0,Msini,0.030000,0.030000,-0.030000,0,,,,,1260,,,0,0,G0,6117.00,16.00,-16.00,0,1.23,0.02,-0.02,0,1.29,0.10,-0.10,0,0.260,,,0,[Fe/H],4.37,0.03,-0.03,0,08h47m40.36s,131.9181715,-41d44m15.99s,-41.7377748,29.1158000,0.0240000,-0.0240000,6.3500000,0.0300000,-0.0300000,5.0120000,0.0200000,-0.0200000,6.2104700,0.0004358,-0.0004358
HD 75784 b,HD 75784,1,2,Radial Velocity,2014,W. M. Keck Observatory,0,341.20000000,1.10000000,-1.10000000,0,1.032000,0.066000,-0.066000,0,13.800,,,0,1.230,,,0,317.83000,44.49620,-44.49620,0,1.00000,0.14000,-0.14000,0,Msini,0.097000,0.063000,-0.063000,0,,,,,,,,,0,G5,4867.00,,,0,3.40,,,0,1.26,,,0,0.250,0.030,-0.030,0,[Fe/H],3.46,,,0,08h52m23.81s,133.0992289,+13d13m59.00s,13.2330548,85.4321000,0.5255500,-0.5255500,7.8400000,0.0300000,-0.0300000,5.5020000,0.0240000,-0.0240000,7.5599000,0.0001900,-0.0001900
HD 75784 c,HD 75784,1,2,Radial Velocity,2018,W. M. Keck Observatory,0,7900.00000000,2000.00000000,-2000.00000000,0,8.400000,1.400000,-1.400000,0,12.800,,,0,1.140,,,0,1792.56120,228.83760,-228.83760,0,5.64000,0.72000,-0.72000,0,Msini,0.489000,0.092000,-0.092000,0,,,,,,,,,0,G5,4867.00,,,0,3.40,,,0,1.26,,,0,0.280,,,0,[Fe/H],3.46,,,0,08h52m23.81s,133.0992289,+13d13m59.00s,13.2330548,85.4321000,0.5255500,-0.5255500,7.8400000,0.0300000,-0.0300000,5.5020000,0.0240000,-0.0240000,7.5599000,0.0001900,-0.0001900
HD 75898 b,HD 75898,1,1,Radial Velocity,2007,W. M. Keck Observatory,0,422.90000000,0.29000000,-0.29000000,0,1.191000,0.073000,-0.073000,0,13.200,,,0,1.180,,,0,861.31930,114.41880,-114.41880,0,2.71000,0.36000,-0.36000,0,Msini,0.110000,0.010000,-0.010000,0,,,,,,,,,0,G0,5963.00,,,0,1.58,0.11,-0.11,0,1.26,0.23,-0.23,0,0.280,,,0,[Fe/H],4.21,0.07,-0.07,0,08h53m50.69s,133.4611999,+33d03m24.08s,33.0566885,78.0505000,0.3028000,-0.3028000,8.0300000,0.0300000,-0.0300000,6.6620000,0.0260000,-0.0260000,7.8959700,0.0002320,-0.0002320
HD 76700 b,HD 76700,1,1,Radial Velocity,2002,Anglo-Australian Telescope,0,3.97097000,0.00023000,-0.00023000,0,0.050000,0.000000,0.000000,0,9.600,,,0,0.856,,,0,66.74430,9.53490,-9.53490,0,0.21000,0.03000,-0.03000,0,Msini,0.090000,0.080000,-0.080000,0,,,,,,,,,0,,5644.00,33.00,-33.00,0,1.37,0.03,-0.03,0,0.99,0.17,-0.17,0,0.310,,,0,[Fe/H],4.16,0.07,-0.07,0,08h53m54.77s,133.4782248,-66d48m01.71s,-66.8004747,60.8831000,0.1173000,-0.1173000,8.1600000,0.0300000,-0.0300000,6.5000000,0.0240000,-0.0240000,7.9734800,0.0004020,-0.0004020
HD 76920 b,HD 76920,1,1,Radial Velocity,2017,Multiple Observatories,0,415.40000000,0.20000000,-0.20000000,0,1.149000,0.017000,-0.017000,0,13.000,,,0,1.160,,,0,1249.07190,44.49620,-47.67450,0,3.93000,0.14000,-0.15000,0,Msini,0.856000,0.009000,-0.009000,0,,,,,,,,,0,K1 III,4698.00,100.00,-100.00,0,7.47,0.60,-0.60,0,1.17,0.20,-0.20,0,-0.110,0.100,-0.100,0,[Fe/H],2.94,0.15,-0.15,0,08h55m16.88s,133.8203530,-67d15m55.30s,-67.2653621,184.0310000,1.0220000,-1.0220000,7.8300000,0.0300000,-0.0300000,5.2530000,0.0260000,-0.0260000,7.5144000,0.0002690,-0.0002690
HD 77338 b,HD 77338,1,1,Radial Velocity,2012,La Silla Observatory,0,5.73610000,0.00150000,-0.00150000,0,0.060000,0.000000,0.000000,0,4.120,,,0,0.368,,,0,15.90000,4.70000,-5.30000,0,0.05000,0.01500,-0.01700,0,Mass,0.090000,0.220000,-0.220000,0,,,,,,,,,0,,5341.00,31.00,-31.00,0,0.97,0.02,-0.02,0,1.37,0.32,-0.32,0,0.320,,,0,[Fe/H],4.60,0.10,-0.10,0,09h01m12.54s,135.3022475,-25d31m41.64s,-25.5282343,45.9350000,0.0752000,-0.0752000,8.6300000,0.0300000,-0.0300000,6.7610000,0.0160000,-0.0160000,8.4099200,0.0002620,-0.0002620
HD 7924 b,HD 7924,1,3,Radial Velocity,2008,W. M. Keck Observatory,0,5.39792000,0.00025000,-0.00025000,0,0.060000,0.000000,0.000000,0,2.400,,,0,0.214,,,0,6.35660,0.00000,0.00000,0,0.02000,0.00000,0.00000,0,Msini,0.060000,0.050000,-0.050000,0,113.70,3.70,-3.60,0,826,7,-6,0,0,K0.5 V,5131.00,14.00,-14.00,0,0.78,0.01,-0.01,0,0.65,0.05,-0.05,0,-0.210,,,0,[Fe/H],4.46,0.03,-0.03,0,01h21m58.96s,20.4956562,+76d42m36.53s,76.7101475,16.9922000,0.0072000,-0.0072000,7.1789600,0.0230000,-0.0230000,5.1590000,0.0200000,-0.0200000,6.9251600,0.0001960,-0.0001960
HD 7924 c,HD 7924,1,3,Radial Velocity,2015,W. M. Keck Observatory,0,15.29900000,0.00320000,-0.00330000,0,0.113400,0.001300,-0.001400,0,2.720,,,0,0.243,,,0,7.86000,0.73000,-0.71000,0,0.02473,0.00230,-0.00223,0,Msini,0.098000,0.096000,-0.069000,0,28.35,0.92,-0.89,0,584,5,-5,0,0,K0.5 V,5075.00,83.00,-83.00,0,0.78,0.03,-0.03,0,0.83,0.02,-0.04,0,-0.150,0.030,-0.030,0,[Fe/H],4.59,0.02,-0.03,0,01h21m58.96s,20.4956562,+76d42m36.53s,76.7101475,16.9922000,0.0072000,-0.0072000,7.1789600,0.0230000,-0.0230000,5.1590000,0.0200000,-0.0200000,6.9251600,0.0001960,-0.0001960
HD 7924 d,HD 7924,1,3,Radial Velocity,2015,W. M. Keck Observatory,0,24.45100000,0.01500000,-0.01700000,0,0.155100,0.001800,-0.001900,0,2.420,,,0,0.216,,,0,6.44000,0.79000,-0.78000,0,0.02026,0.00249,-0.00245,0,Msini,0.210000,0.130000,-0.120000,0,15.17,0.49,-0.48,0,499,4,-4,0,0,K0.5 V,5075.00,83.00,-83.00,0,0.78,0.03,-0.03,0,0.83,0.02,-0.04,0,-0.150,0.030,-0.030,0,[Fe/H],4.59,0.02,-0.03,0,01h21m58.96s,20.4956562,+76d42m36.53s,76.7101475,16.9922000,0.0072000,-0.0072000,7.1789600,0.0230000,-0.0230000,5.1590000,0.0200000,-0.0200000,6.9251600,0.0001960,-0.0001960
HD 79498 b,HD 79498,2,1,Radial Velocity,2011,McDonald Observatory,0,1807.00000000,15.00000000,-15.00000000,0,2.980000,0.150000,-0.150000,0,13.600,,,0,1.220,,,0,425.89220,66.74430,-66.74430,0,1.34000,0.21000,-0.21000,0,Msini,0.575000,0.023000,-0.023000,0,,,,,,,,,0,G5,5748.00,,,0,1.05,0.04,-0.04,0,1.08,0.15,-0.15,0,0.180,,,0,[Fe/H],4.37,0.12,-0.12,0,09h15m09.26s,138.7885794,+23d22m29.57s,23.3748792,48.9489000,0.1769500,-0.1769500,8.0500000,0.0300000,-0.0300000,6.5300000,0.0170000,-0.0170000,7.8859000,0.0003640,-0.0003640
HD 80606 b,HD 80606,2,1,Radial Velocity,2001,Multiple Observatories,0,111.43670000,0.00040000,-0.00040000,0,0.456500,0.005100,-0.005300,0,11.994,0.336,-0.336,0,1.070,0.030,-0.030,0,1392.09540,235.19420,-235.19420,0,4.38000,0.74000,-0.74000,0,Mass,0.930000,0.000000,0.000000,0,,,,,405,7,-7,0,0,G5,5561.00,24.00,-24.00,0,1.04,0.02,-0.02,0,1.15,0.27,-0.27,0,0.350,,,0,[Fe/H],4.42,0.02,-0.02,0,09h22m37.67s,140.6569501,+50d36m13.60s,50.6037764,66.4711000,0.1608000,-0.1608000,9.0600000,0.0300000,-0.0300000,7.3160000,0.0200000,-0.0200000,8.8200800,0.0002060,-0.0002060
HD 80653 b,HD 80653,1,1,Transit,2020,K2,0,0.71957300,0.00002100,-0.00002100,0,0.016600,0.000300,-0.000300,0,1.613,0.071,-0.071,0,0.144,0.006,-0.006,0,5.60000,0.43000,-0.43000,0,0.01762,0.00135,-0.00135,0,Mass,,,,,,,,,,,,,0,G2,6080.00,130.00,-130.00,0,1.22,0.01,-0.01,0,1.18,0.04,-0.04,0,,,,,,4.34,0.02,-0.02,0,09h21m21.38s,140.3390845,+14d22m04.33s,14.3678691,109.8600000,0.8055000,-0.8055000,9.4520000,0.0030000,-0.0030000,8.0180000,0.0210000,-0.0210000,9.3073300,0.0003460,-0.0003460
HD 81040 b,HD 81040,1,1,Radial Velocity,2005,Multiple Observatories,0,1001.70001000,7.00000000,-7.00000000,0,1.940000,0.030000,-0.030000,0,12.600,,,0,1.130,,,0,2310.62410,311.47340,-311.47340,0,7.27000,0.98000,-0.98000,0,Msini,0.530000,0.040000,-0.040000,0,,,,,,,,,0,G2/G3,5755.00,20.00,-20.00,0,0.91,0.01,-0.01,0,1.05,0.19,-0.19,0,-0.030,,,0,[Fe/H],4.54,0.08,-0.08,0,09h23m46.92s,140.9455027,+20d21m52.59s,20.3646078,34.4341000,0.0775000,-0.0775000,7.7200000,0.0300000,-0.0300000,6.1590000,0.0210000,-0.0210000,7.5554300,0.0003290,-0.0003290
HD 81688 b,HD 81688,1,1,Radial Velocity,2007,Okayama Astrophysical Observatory,0,184.02000000,0.18000000,-0.18000000,0,0.810000,,,0,13.200,,,0,1.180,,,0,858.10000,,,0,2.70000,,,0,Msini,0.000000,,,0,,,,,,,,,0,,4753.00,15.00,-15.00,0,13.00,,,0,2.10,,,0,-0.359,0.020,-0.020,0,[Fe/H],2.22,0.05,-0.05,0,09h28m39.98s,142.1665753,+45d36m03.33s,45.6009241,85.7183000,0.7869500,-0.7869500,5.3975500,0.0230000,-0.0230000,3.0560000,0.3520000,-0.3520000,5.1259800,0.0027257,-0.0027257
HD 81817 b,HD 81817,1,1,Radial Velocity,2020,Bohyunsan Optical Astronomical Observatory,0,1047.10000000,8.50000000,-8.50000000,0,3.300000,0.100000,-0.100000,0,11.900,,,0,1.060,,,0,8613.19300,667.44300,-667.44300,0,27.10000,2.10000,-2.10000,0,Msini,0.170000,0.070000,-0.070000,0,,,,,,,,,0,K3 III,4140.00,55.00,-55.00,0,83.80,7.80,-7.80,0,4.30,0.50,-0.50,0,-0.170,0.100,-0.100,0,[Fe/H],1.30,0.20,-0.20,0,09h37m05.18s,144.2715659,+81d19m34.71s,81.3263096,269.1260000,21.5510000,-21.5510000,4.2648900,0.0230000,-0.0230000,0.7790000,0.2320000,-0.2320000,3.8012200,0.0070948,-0.0070948
HD 82886 b,HD 82886,1,1,Radial Velocity,2011,W. M. Keck Observatory,0,705.00000000,34.00000000,-34.00000000,0,1.580000,0.080000,-0.080000,0,13.300,,,0,1.190,,,0,740.54390,104.88390,-104.88390,0,2.33000,0.33000,-0.33000,0,Msini,0.070000,0.170000,-0.170000,0,,,,,,,,,0,,4953.00,123.00,-123.00,0,5.26,0.31,-0.31,0,2.53,0.46,-0.46,0,-0.310,,,0,[Fe/H],3.40,0.06,-0.06,0,09h35m45.20s,143.9383526,+34d46m50.12s,34.7805902,127.0610000,1.1125000,-1.1125000,7.6200000,0.0300000,-0.0300000,5.4520000,0.0180000,-0.0180000,7.3809600,0.0002040,-0.0002040
HD 82943 b,HD 82943,1,2,Radial Velocity,2003,La Silla Observatory,0,441.47000000,0.35000000,-0.35000000,0,1.183060,0.000620,-0.000620,0,13.500,,,0,1.200,,,0,534.25000,8.89900,-8.89900,0,1.68100,0.02800,-0.02800,0,Mass,0.162000,0.036000,-0.036000,0,,,,,,,,,0,,5935.00,134.29,-134.29,0,1.18,0.06,-0.06,0,1.08,0.13,-0.13,0,0.260,0.100,-0.100,0,[M/H],4.33,0.08,-0.08,0,09h34m50.74s,143.7114034,-12d07m49.07s,-12.1302976,27.5902000,0.0290500,-0.0290500,6.5499300,0.0230000,-0.0230000,5.1050000,0.0180000,-0.0180000,6.3896400,0.0006460,-0.0006460
HD 82943 c,HD 82943,1,2,Radial Velocity,2003,La Silla Observatory,0,220.07800000,0.05100000,-0.05100000,0,0.743450,0.000120,-0.000120,0,13.400,,,0,1.200,,,0,622.60300,14.93700,-14.93700,0,1.95900,0.04700,-0.04700,0,Mass,0.366300,0.009700,-0.009700,0,,,,,,,,,0,,5935.00,134.29,-134.29,0,1.18,0.06,-0.06,0,1.08,0.13,-0.13,0,0.260,0.100,-0.100,0,[M/H],4.33,0.08,-0.08,0,09h34m50.74s,143.7114034,-12d07m49.07s,-12.1302976,27.5902000,0.0290500,-0.0290500,6.5499300,0.0230000,-0.0230000,5.1050000,0.0180000,-0.0180000,6.3896400,0.0006460,-0.0006460
HD 8326 b,HD 8326,1,1,Radial Velocity,2019,Las Campanas Observatory,0,158.99100000,1.44000000,-1.44000000,0,0.533000,0.011000,-0.011000,0,9.580,,,0,0.855,,,0,66.60000,19.60000,-19.60000,0,0.20955,0.06167,-0.06167,0,Msini,0.200000,0.110000,-0.110000,0,,,,,,,,,0,K2 V,4914.00,51.00,-32.00,0,,,,,0.80,0.05,-0.05,0,,,,,,,,,,01h22m07.55s,20.5314418,-26d53m38.64s,-26.8940678,30.6862000,0.0441500,-0.0441500,8.7600000,0.0300000,-0.0300000,6.5040000,0.0200000,-0.0200000,8.4748700,0.0003650,-0.0003650
HD 83443 b,HD 83443,1,1,Radial Velocity,2002,Multiple Observatories,0,2.98570000,0.00005700,-0.00005700,0,0.040000,0.000000,0.000000,0,12.700,,,0,1.140,,,0,108.06220,6.35660,-6.35660,0,0.34000,0.02000,-0.02000,0,Msini,0.010000,0.010000,-0.010000,0,,,,,,,,,0,,5442.00,17.00,-17.00,0,0.94,0.02,-0.02,0,0.79,0.07,-0.07,0,0.350,,,0,[Fe/H],4.39,0.04,-0.04,0,09h37m11.86s,144.2994103,-43d16m21.80s,-43.2727210,40.8991000,0.0627000,-0.0627000,8.2300000,0.0300000,-0.0300000,6.4440000,0.0200000,-0.0200000,8.0265000,0.0002650,-0.0002650
HD 8535 b,HD 8535,2,1,Radial Velocity,2010,La Silla Observatory,0,1313.00000000,28.00000000,-28.00000000,0,2.450000,0.040000,-0.060000,0,14.000,,,0,1.250,,,0,216.12440,22.24810,-12.71320,0,0.68000,0.07000,-0.04000,0,Msini,0.150000,0.090000,-0.050000,0,,,,,,,,,0,G0 V,6136.00,18.00,-18.00,0,1.19,0.04,-0.04,0,1.13,,,0,0.060,0.020,-0.020,0,[Fe/H],4.46,0.06,-0.06,0,01h23m37.32s,20.9054804,-41d16m12.36s,-41.2701007,55.4401000,0.0959000,-0.0959000,7.7000000,0.0300000,-0.0300000,6.3540000,0.0210000,-0.0210000,7.5606600,0.0001900,-0.0001900
HD 85390 b,HD 85390,1,1,Radial Velocity,2009,La Silla Observatory,0,799.52000000,2.41000000,-2.41000000,0,1.373000,0.035000,-0.035000,0,6.160,,,0,0.550,,,0,31.46517,3.17830,-3.17830,0,0.09900,0.01000,-0.01000,0,Msini,0.500000,0.050000,-0.050000,0,,,,,,,,,0,,5186.00,,,0,0.80,0.01,-0.01,0,0.76,,,0,-0.070,0.030,-0.030,0,[Fe/H],4.41,,,0,09h50m02.54s,147.5105663,-49d47m25.89s,-49.7905254,33.5225000,0.0429500,-0.0429500,8.5400000,0.0300000,-0.0300000,6.4910000,0.0230000,-0.0230000,8.2946200,0.0004520,-0.0004520
HD 85512 b,HD 85512,1,1,Radial Velocity,2011,La Silla Observatory,0,58.43000000,0.13000000,-0.13000000,0,0.260000,0.000000,0.000000,0,1.720,,,0,0.153,,,0,3.60000,0.50000,-0.50000,0,0.01100,0.00200,-0.00200,0,Msin(i)/sin(i),0.110000,0.100000,-0.100000,0,,,,,298,,,0,0,K5 V,4300.00,45.00,-45.00,0,0.71,0.02,-0.02,0,0.43,0.10,-0.10,0,-0.260,,,0,[Fe/H],4.36,0.10,-0.10,0,09h51m07.71s,147.7821226,-43d30m17.34s,-43.5048162,11.2810000,0.0052000,-0.0052000,7.6700000,0.0300000,-0.0300000,4.7170000,0.0210000,-0.0210000,7.1872600,0.0003450,-0.0003450
HD 8574 b,HD 8574,1,1,Radial Velocity,2002,Haute-Provence Observatory,0,227.00000000,0.20000000,-0.20000000,0,0.760000,0.010000,-0.010000,0,13.400,,,0,1.190,,,0,645.19490,44.49620,-44.49620,0,2.03000,0.14000,-0.14000,0,Msini,0.300000,0.030000,-0.030000,0,,,,,,,,,0,F8,6064.00,14.00,-14.00,0,1.38,0.02,-0.02,0,1.34,0.12,-0.12,0,0.010,,,0,[Fe/H],4.28,0.04,-0.04,0,01h25m12.81s,21.3033807,+28d33m57.66s,28.5660169,44.8264000,0.0938000,-0.0938000,7.1200000,0.0300000,-0.0300000,5.7840000,0.0230000,-0.0230000,6.9834500,0.0003650,-0.0003650
HD 86081 b,HD 86081,2,1,Radial Velocity,2006,W. M. Keck Observatory,0,2.13784310,0.00000310,-0.00000310,0,0.034600,0.002700,-0.002700,0,13.600,,,0,1.210,,,0,470.38840,73.10090,-73.10090,0,1.48000,0.23000,-0.23000,0,Msini,0.011900,0.004700,-0.004700,0,,,,,,,,,0,F8,5939.00,,,0,1.46,0.14,-0.14,0,1.21,0.28,-0.28,0,0.220,,,0,[Fe/H],4.18,0.03,-0.03,0,09h56m05.85s,149.0243714,-03d48m30.08s,-3.8083543,103.9360000,0.5540000,-0.5540000,8.7300000,0.0300000,-0.0300000,7.2990000,0.0240000,-0.0240000,8.5880400,0.0006480,-0.0006480
HD 86226 b,HD 86226,1,2,Radial Velocity,2009,Las Campanas Observatory,0,1628.00000000,22.00000000,-21.00000000,0,2.730000,0.060000,-0.060000,0,14.300,,,0,1.280,,,0,143.02350,12.71320,-15.89150,0,0.45000,0.04000,-0.05000,0,Mass,0.059000,0.062000,-0.039000,0,,,,,176,4,-4,0,0,G1 V,5863.00,88.00,-88.00,0,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0,0.018,0.057,-0.043,0,[Fe/H],4.40,0.03,-0.03,0,09h56m29.64s,149.1235154,-24d05m57.07s,-24.0991859,45.6830000,0.1050500,-0.1050500,7.9300000,0.0300000,-0.0300000,6.4630000,0.0230000,-0.0230000,7.7713000,0.0004620,-0.0004620
HD 86226 c,HD 86226,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,3.98442000,0.00018000,-0.00018000,0,0.049000,0.001000,-0.001000,0,2.160,0.080,-0.080,0,0.193,0.007,-0.007,0,7.25000,1.19000,-1.12000,0,0.02281,0.00374,-0.00352,0,Mass,0.075000,0.065000,-0.048000,0,449.23,,,,1311,28,-28,0,0,G1 V,5863.00,88.00,-88.00,0,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0,0.018,0.057,-0.043,0,[Fe/H],4.40,0.03,-0.03,0,09h56m29.64s,149.1235154,-24d05m57.07s,-24.0991859,45.6830000,0.1050500,-0.1050500,7.9300000,0.0300000,-0.0300000,6.4630000,0.0230000,-0.0230000,7.7713000,0.0004620,-0.0004620
HD 86264 b,HD 86264,1,1,Radial Velocity,2009,Lick Observatory,0,1475.00000000,55.00000000,-55.00000000,0,2.860000,0.070000,-0.070000,0,12.700,,,0,1.130,,,0,2224.81000,508.52800,-508.52800,0,7.00000,1.60000,-1.60000,0,Msini,0.700000,0.200000,-0.200000,0,,,,,,,,,0,,6210.00,44.00,-44.00,0,1.88,0.12,-0.12,0,1.42,0.05,-0.05,0,0.202,0.040,-0.040,0,[Fe/H],4.02,0.10,-0.10,0,09h56m57.82s,149.2409308,-15d53m43.44s,-15.8953993,67.8107000,0.2742000,-0.2742000,7.4100000,0.0300000,-0.0300000,6.2240000,0.0230000,-0.0230000,7.2837200,0.0003800,-0.0003800
HD 8673 b,HD 8673,2,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,0,1634.00000000,17.00000000,-17.00000000,0,3.020000,0.150000,-0.150000,0,12.300,,,0,1.100,,,0,4513.00000,508.50700,-508.50700,0,14.20000,1.60000,-1.60000,0,Msini,0.723000,0.016000,-0.016000,0,,,,,,,,,0,,6389.05,138.25,-138.25,0,1.50,0.07,-0.07,0,1.28,0.20,-0.20,0,0.147,0.026,-0.026,0,[M/H],4.19,0.09,-0.09,0,01h26m09.08s,21.5378455,+34d34m45.62s,34.5793389,37.8619000,0.0542000,-0.0542000,6.3310000,0.0080000,-0.0080000,5.1690000,0.0200000,-0.0200000,6.2242000,0.0006538,-0.0006538
HD 86950 b,HD 86950,1,1,Radial Velocity,2016,Multiple Observatories,0,1270.00000000,57.00000000,-57.00000000,0,2.720000,0.080000,-0.080000,0,13.000,,,0,1.160,,,0,1144.18800,222.48100,-222.48100,0,3.60000,0.70000,-0.70000,0,Msini,0.170000,0.160000,-0.160000,0,,,,,,,,,0,K1 III,4805.00,100.00,-100.00,0,8.80,0.60,-0.60,0,1.66,0.25,-0.25,0,0.040,0.100,-0.100,0,[Fe/H],2.66,0.15,-0.15,0,10h01m37.60s,150.4066612,-17d19m59.05s,-17.3330699,209.8390000,1.9425000,-1.9425000,7.4700000,0.0300000,-0.0300000,5.0380000,0.0180000,-0.0180000,7.1799700,0.0002600,-0.0002600
HD 87646 b,HD 87646,3,1,Radial Velocity,2016,Apache Point Observatory,0,13.48100000,0.00100000,-0.00100000,0,0.117000,0.003000,-0.003000,0,12.400,,,0,1.100,,,0,3941.09200,222.48100,-222.48100,0,12.40000,0.70000,-0.70000,0,Msini,0.050000,0.020000,-0.020000,0,,,,,,,,,0,G,5770.00,80.00,-80.00,0,1.55,0.22,-0.22,0,1.12,0.09,-0.09,0,-0.170,0.080,-0.080,0,[Fe/H],4.10,0.10,-0.10,0,10h06m40.69s,151.6695435,+17d53m41.93s,17.8949795,73.5835200,8.5549600,-8.5549600,8.0700000,0.0300000,-0.0300000,6.5360000,0.0180000,-0.0180000,7.9295000,0.0015050,-0.0015050
HD 87883 b,HD 87883,1,1,Radial Velocity,2009,Lick Observatory,0,2754.00000000,87.00000000,-87.00000000,0,3.580000,0.100000,-0.100000,0,13.500,,,0,1.210,,,0,489.45820,82.63580,-82.63580,0,1.54000,0.26000,-0.26000,0,Msini,0.530000,0.120000,-0.120000,0,,,,,,,,,0,,4915.00,73.00,-73.00,0,0.79,0.03,-0.03,0,0.66,0.09,-0.09,0,0.050,,,0,[Fe/H],4.47,0.05,-0.05,0,10h08m43.06s,152.1794175,+34d14m31.19s,34.2419984,18.2912000,0.0124500,-0.0124500,7.5600000,0.0300000,-0.0300000,5.3140000,0.0200000,-0.0200000,7.2719400,0.0002260,-0.0002260
